file_id,filename,file_size_bytes,transcription_time_seconds,transcription_text,model_id,started_at,processed_at
b0de62dd7073db70,201303014_201303014.m4a,301545,35.2,"I want to go and learn work. And after learning work, I will go and do sales skills so that I can get that money to go to university.",openai/whisper-large-v3-turbo,2026-07-16T14:29:03.517479+00:00,2026-07-16T14:29:38.721717+00:00
75b2fca020c3ba03,201304007_201304007.m4a,168194,40.66,I want to learn the notification after that I'll go to school.,openai/whisper-large-v3-turbo,2026-07-16T14:29:38.722723+00:00,2026-07-16T14:30:19.386101+00:00
3872b6b2280eb095,201304018_201304018.m4a,246646,38.35,"I want to do some petty jobs to help myself in the university. Then after that I can just write my jam, then become an actress in the future.",openai/whisper-large-v3-turbo,2026-07-16T14:30:19.387103+00:00,2026-07-16T14:30:57.742049+00:00
3902778c12ad48e3,201304021_201304021.m4a,254197,36.64,"After my graduation of secondary school, I would just like to learn it through it.",openai/whisper-large-v3-turbo,2026-07-16T14:30:57.743048+00:00,2026-07-16T14:31:34.382098+00:00
d552fabe1a9f7474,201304025_201304025.m4a,271242,44.24,I'm learning work currently so if I have graduated in secondary school I will continue learning my work and if the year I sign I've already completed I will do freedom. I will do freedom.,openai/whisper-large-v3-turbo,2026-07-16T14:31:34.383099+00:00,2026-07-16T14:32:18.621493+00:00
ede272aba4ee00fd,201304027_201304027.m4a,158750,37.96,"I'll ride, jump and go to university and study law.",openai/whisper-large-v3-turbo,2026-07-16T14:32:18.622000+00:00,2026-07-16T14:32:56.582156+00:00
fb13fadde962954d,201304029_201304029.m4a,170452,37.05,I want to learn K-Train before going to the university so I can go for teacher.,openai/whisper-large-v3-turbo,2026-07-16T14:32:56.583162+00:00,2026-07-16T14:33:33.637038+00:00
0ded8f0a0dcb423d,201305002_201305002.m4a,203811,37.79,My name is Adineye Wasla. I wish I could become an archerist if I finish my school and do the necessary things.,openai/whisper-large-v3-turbo,2026-07-16T14:33:33.643387+00:00,2026-07-16T14:34:11.434614+00:00
64cd533169346bfc,201305005_201305005.m4a,439058,41.22,"My plan after secondary school is that I should go and make money to gather myself before going to school and helping my parents. After that, if I reach the university, I can still continue making some money to help my parents as well.",openai/whisper-large-v3-turbo,2026-07-16T14:34:11.434614+00:00,2026-07-16T14:34:52.650022+00:00
4bc88bb13f31c7d3,201305028_201305028.m4a,192438,35.47,I want to work for one year and go to university. Maybe university.,openai/whisper-large-v3-turbo,2026-07-16T14:34:52.651530+00:00,2026-07-16T14:35:28.117504+00:00
71f173b11be56aea,201701017_201701017.m4a,209481,38.04,I would like to go to university and graduate from university then serve and become a nuns. I want to become a nuns in the future.,openai/whisper-large-v3-turbo,2026-07-16T14:35:28.118505+00:00,2026-07-16T14:36:06.157005+00:00
02f5e56bc14a1e26,201701024_201701024.m4a,333001,38.5,So first I would like to learn graphic design. Graphic design. I would like to learn graphic design. And then I would write my jam and then go to school to go and study medicine.,openai/whisper-large-v3-turbo,2026-07-16T14:36:06.182796+00:00,2026-07-16T14:36:44.678143+00:00
9d98d1c7ac76c14b,201702002_201702002.m4a,507669,40.62,"Okay, first of all, after graduating from school, I'm not with my parents now, so I want to spend some time with them. Then after, in India also, I will learn like two to three skills. After that, after my graduation, I will go to Madrasa because I like going to Madrasa. After then, then I can think of going to school. After school, then work.",openai/whisper-large-v3-turbo,2026-07-16T14:36:44.679145+00:00,2026-07-16T14:37:25.295296+00:00
9e9ebfe7e9c75f41,201702008_201702008.m4a,383378,37.78,I want to learn more about my hairdressers. I'm already learning about my boss relocates. I'm going to learn more about it and become a big hair stylist.,openai/whisper-large-v3-turbo,2026-07-16T14:37:25.296293+00:00,2026-07-16T14:38:03.081108+00:00
3862001cd409ee55,201702017_201702017.m4a,272395,38.69,"After I'm graduating from secondary school, I will go and learn a skill which is edressing. And then after that I will focus on my exam, jam, which is coming up next year.",openai/whisper-large-v3-turbo,2026-07-16T14:38:03.081617+00:00,2026-07-16T14:38:41.771473+00:00
c262edf44f76cf98,201702023_201702023.m4a,842157,39.05,"What I want to do after graduating from second year school? Firstly, I would like to complete my learning of gallery. Then when I'm done, I would go further to learn computer science, like go to learn about computer. Then after then, I will enter school. In school, I will be an hairdresser so I can gain money to pay some bills.",openai/whisper-large-v3-turbo,2026-07-16T14:38:41.774995+00:00,2026-07-16T14:39:20.820749+00:00
9a27b374e98a56c6,201702027_201702027.m4a,124618,38.77,"Antes de ser um professor, eu vou estudar linguística.",openai/whisper-large-v3-turbo,2026-07-16T14:39:20.821750+00:00,2026-07-16T14:39:59.593372+00:00
d4b724eaae1b1c01,201702034_201702034.m4a,469382,47.93,"I've done my job and I'm waiting for my YAIC results. So once I graduate from school, August to September, I get admission. I'm going to learn some skills, so I won't have to be disturbing my parents every time I need money. So after that, then once I get my admission, I'm going to go to school and I'm going to be putting into practice and be advertising to people once I get there. So I don't be stranded.",openai/whisper-large-v3-turbo,2026-07-16T14:39:59.594372+00:00,2026-07-16T14:40:47.526025+00:00
a1055411a13e56b6,201703006_201703006.m4a,166292,38.37,"I want to go learn crotchets, how to knit, cap, clothes and the likes.",openai/whisper-large-v3-turbo,2026-07-16T14:40:47.527033+00:00,2026-07-16T14:41:25.900983+00:00
6582f64fbab7c72a,201703009_201703009.m4a,539082,39.27,"After graduating from school, I'm going to wait for my resort. Before I wait for my resort, I'm going to have something doing like handwork or sign from work to survive. Then after that, I'm going to go further with my education. Now, I'm trying to come out with flying colors.",openai/whisper-large-v3-turbo,2026-07-16T14:41:25.901988+00:00,2026-07-16T14:42:05.173320+00:00
fa64f3452be1ca11,201704003_201704003.m4a,193583,37.71,I would like to go and learn work after graduating from this school. What work? Tell her in work.,openai/whisper-large-v3-turbo,2026-07-16T14:42:05.174319+00:00,2026-07-16T14:42:42.883114+00:00
263a0bda8fa0b81a,201704010_201704010.m4a,478120,40.16,"I want to go and make up artisan because when I'm graduated from school, next I want to be a make up artist so that I will have any work to do. So that when I'm in university, I will have any work to do by myself without calling my mom or anybody to help me with my own. So that someone I wish for myself before, my mom would say that she would not have anything to give me sometimes. That is really good.",openai/whisper-large-v3-turbo,2026-07-16T14:42:42.884114+00:00,2026-07-16T14:43:23.045144+00:00
9eb1ea044712878e,201704014_201704014.m4a,203465,36.65,"So after graduating from secondary school, I write my post-TMA and gain admission to our institution.",openai/whisper-large-v3-turbo,2026-07-16T14:43:23.046657+00:00,2026-07-16T14:43:59.697487+00:00
07c297c7f1ddc964,201704019_201704019.m4a,225404,40.88,I will involve myself in any work that can end me some money.,openai/whisper-large-v3-turbo,2026-07-16T14:43:59.704002+00:00,2026-07-16T14:44:40.580295+00:00
e308dc30ec16192f,201704031_201704031.m4a,161374,39.61,"After graduating from second grade, I would like to go to university and study more about what I want to become in the future.",openai/whisper-large-v3-turbo,2026-07-16T14:44:40.581300+00:00,2026-07-16T14:45:20.186587+00:00
02634868bcc3e82f,202101011_202101011.m4a,201544,40.1,"To complete my dreams and make sure all I put down as my goal, I achieve them and come out in flying colors.",openai/whisper-large-v3-turbo,2026-07-16T14:45:20.191272+00:00,2026-07-16T14:46:00.291806+00:00
b6925d949985cfff,202101024_202101024.m4a,234882,38.22,okay after graduating from secondary school school I would like to be a doctor it is my full shot that I want to be a doctor I would like to be a doctor is that okay,openai/whisper-large-v3-turbo,2026-07-16T14:46:00.292805+00:00,2026-07-16T14:46:38.516223+00:00
144c8d49d9024527,202101041_202101041.m4a,139029,37.17,by education by learning medicine and surgery,openai/whisper-large-v3-turbo,2026-07-16T14:46:38.517222+00:00,2026-07-16T14:47:15.691656+00:00
5f7c22a26522228c,202101046_202101046.m4a,185983,40.03,I am from secondary school. I want to learn the skills like catering.,openai/whisper-large-v3-turbo,2026-07-16T14:47:15.697656+00:00,2026-07-16T14:47:55.727281+00:00
1159370eb6676181,202101047_202101047.m4a,129557,37.14,"After graduating from secondary school, I want to study in Nose.",openai/whisper-large-v3-turbo,2026-07-16T14:47:55.728280+00:00,2026-07-16T14:48:32.866920+00:00
d40cacc2515f186b,202102018_202102018.m4a,198881,40.84,"After graduating, I want to write Jams so I can get admission to university. So I want to study Mass Comm.",openai/whisper-large-v3-turbo,2026-07-16T14:48:32.867615+00:00,2026-07-16T14:49:13.712687+00:00
b6808f75f9bb58eb,202103002_202103002.m4a,485684,39.83,"After graduation from secondary school, I would like to wait until next year before I write my jam to get admission into university of my choice. And I would like to study mass communication because I like something that has to do with the internet, other stuff like that. And I would like to learn more in my baking, like how to bake and stuff like that. Thank you. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T14:49:13.712687+00:00,2026-07-16T14:49:53.541336+00:00
f0170f2a460cb5eb,202103030_202103030.m4a,384123,41.28,"I want to study in Mass Comm. I plan to further my education. But before then, while I'll be at home, I'd like to learn a trade work. Or maybe like tailoring, yes. I'd like to learn tailoring before entering, getting my admission into school by next day, yeah.",openai/whisper-large-v3-turbo,2026-07-16T14:49:53.542336+00:00,2026-07-16T14:50:34.825995+00:00
b3cafc10db681595,202105002_202105002.m4a,518621,43.9,So after after graduating from school I will go for learning for makeup and ghillie then after done with that I will do my job and go to school after I'm done with school work in a band then maybe Saturdays if I have my job that's makeup and ghillie I'll go for my work but after school for now I'll go and learn makeup and ghillie so I'm done with that and I'm perfect now go to school next day,openai/whisper-large-v3-turbo,2026-07-16T14:50:34.826993+00:00,2026-07-16T14:51:18.729677+00:00
24b2c56be9f3e2bd,202105014_202105014.m4a,376591,38.17,"I'm going for... I'm following my education. I'm studying accounting. After I finish studying accounting, I'll go for... Just follow my education for now.",openai/whisper-large-v3-turbo,2026-07-16T14:51:18.730681+00:00,2026-07-16T14:51:56.904312+00:00
17c01a67f1bb74eb,202105016_202105016.m4a,346640,40.16,In secondary school is to go to university but if there's any delay while going to the university I prefer to go and learn and work. If it's not possible for me to enter university immediately I finish secondary school.,openai/whisper-large-v3-turbo,2026-07-16T14:51:56.910319+00:00,2026-07-16T14:52:37.070220+00:00
3f8a76a9aed54daf,202106002_202106002.m4a,413298,38.39,"Firstly, I want to learn a trade before going to school because I'm going to school next year. I'm not ready to go to school yet. But I'm going for business administration. So by next year, I'll be going for that. So before I'm going to school, I want to go for a trade.",openai/whisper-large-v3-turbo,2026-07-16T14:52:37.070723+00:00,2026-07-16T14:53:15.465714+00:00
a3a87bed29a0e966,202106006_202106006.m4a,228468,36.66,I would like to use one gear to learn a walk and go after learning the walk I'll go for modeling,openai/whisper-large-v3-turbo,2026-07-16T14:53:15.466713+00:00,2026-07-16T14:53:52.126964+00:00
7534112c07482296,202106007_202106007.m4a,177665,36.51,I want to be a businesswoman. I want to guide you. I want to be an accountant woman.,openai/whisper-large-v3-turbo,2026-07-16T14:53:52.127959+00:00,2026-07-16T14:54:28.639285+00:00
d7ce7c0691044c6a,202106014_202106014.m4a,427728,42.66,"After I graduate from secondary school, first of all I'm going to learn education, then I'll ride jump next year and I'll be moving to school. So after school maybe if I get a job it's fine and if I don't I'll make a job on my own and start my business.",openai/whisper-large-v3-turbo,2026-07-16T14:54:28.640273+00:00,2026-07-16T14:55:11.298494+00:00
748a3e3176ece5a1,202201005_202201005.m4a,309161,39.13,"After secondary school, I would like to gain admission to the university and I want to study medical lab science at the university.",openai/whisper-large-v3-turbo,2026-07-16T14:55:11.299825+00:00,2026-07-16T14:55:50.433545+00:00
a8bee42e5587c768,202201006_202201006.m4a,300430,45.79,"After graduating from secondary school, it took a few months to settle down, to my head, then I get a mini job that will fetch me money for the meantime, which I can save up for my next level in university.",openai/whisper-large-v3-turbo,2026-07-16T14:58:46.972451+00:00,2026-07-16T14:59:32.762783+00:00
574788b9de414507,202201008_202201008.m4a,288678,39.45,I want to be nurse so I can be caring for everybody to not be patient.,openai/whisper-large-v3-turbo,2026-07-16T14:59:32.763780+00:00,2026-07-16T15:00:12.210352+00:00
9da4c834b17ee1e9,202201011_202201011.m4a,99370,42.49,I want to become a nurse.,openai/whisper-large-v3-turbo,2026-07-16T15:00:12.211352+00:00,2026-07-16T15:00:54.695959+00:00
ed019fb25af042f9,202201023_202201023.m4a,128808,46.01,"After my second year school, I'd like to be a medical doctor.",openai/whisper-large-v3-turbo,2026-07-16T15:00:54.695959+00:00,2026-07-16T15:01:40.716367+00:00
73ea851fa7e4ded0,202201034_202201034.m4a,149676,35.76,I'm going to further move and go to university. Then I'm going to have some other business. That's all.,openai/whisper-large-v3-turbo,2026-07-16T15:01:40.716367+00:00,2026-07-16T15:02:16.472493+00:00
ae23ef317dae859d,202201040_202201040.m4a,463735,37.72,"My name is Omobali, I am from Motta Community Senior Grammar School. My plans for future is that after my second year school, I want to be a fashion designer. So after learning the fashion designer, I'm going to the higher institution to go and study pharmacy. And after that, I hope to graduate very well with the first class degree. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T15:02:16.473493+00:00,2026-07-16T15:02:54.195429+00:00
08c9811bb739be20,202201041_202201041.m4a,134501,35.31,I want to be calm in the nose.,openai/whisper-large-v3-turbo,2026-07-16T15:02:54.196527+00:00,2026-07-16T15:03:29.504826+00:00
